,Id,Personal URL,Profile Cover Image Status,Profile Text Color R,Profile Text Color G,Profile Text Color B,Profile Page Color R,Profile Page Color G,Profile Page Color B,Profile Theme Color R,Profile Theme Color G,Profile Theme Color B,Is Profile View Size Customized?,Location Public Visibility,Profile Creation Month,Profile Creation Day,Profile Creation WeekDay,Profile Creation Hour,User Language,Num of Followers,Num of People Following,Num of Status Updates,Num of Direct Messages,Avg Daily Profile Visit Duration in seconds,Avg Daily Profile Clicks,Profile Image,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,-39600,-36000,-28800,-25200,-21600,-18000,-14400,-10800,-7200,0,3600,7200,10800,14400,16200,18000,19800,21600,25200,28800,32400,36000,37800,39600,46800,Not verified,Pending,Verified,business,celebrity,government,unknown,Num of Profile Likes
103,2LJ653A1M33LEL2A,0,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,0,5,27,3,16,8,5.702974786773661,3.0056094453602804,4.17455403452083,3.1316186643491255,1.414973347970818,0.6989700043360189,2LJ653A1M33LEL2A.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.7403626894942437
105,NMB8PARBQR95IGGB,0,1,0.11,0.58,0.88,0.87,0.93,0.96,0.75,0.87,0.93,0,1,3,3,6,16,6,2.568201724066995,1.6989700043360187,3.7179200258369938,1.3979400086720377,1.3979400086720377,0.47712125471966244,NMB8PARBQR95IGGB.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.8567288903828825
107,CAF0J7IDF9SIGJD5,1,1,0.0,0.6,0.6,0.94,0.94,0.94,0.07,0.08,0.09,0,0,8,10,0,12,6,2.413299764081252,1.6334684555795866,2.780317312140151,0.9542425094393249,1.5185139398778875,0.0,CAF0J7IDF9SIGJD5.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
111,0656LC7K9D5CM3LA,1,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,0,9,29,1,21,6,3.9398685444595096,1.1139433523068367,2.3909351071033793,1.7853298350107671,1.4471580313422192,0.47712125471966244,0656LC7K9D5CM3LA.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.5797835966168101
117,T87RO0AE1ERNG4L1,1,1,0.0,0.52,0.71,0.87,0.93,0.96,1.0,1.0,1.0,0,1,1,23,0,18,6,3.0224283711854865,1.2041199826559248,3.621072371143626,0.7781512503836436,1.6127838567197355,0.6020599913279624,T87RO0AE1ERNG4L1.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.6232492903979006
119,7H722724059T49AJ,1,1,0.0,0.52,0.71,0.87,0.93,0.96,0.75,0.87,0.93,0,1,8,31,4,4,14,3.6469915374771222,0.3010299956639812,3.2576785748691846,2.0253058652647704,1.380211241711606,0.47712125471966244,7H722724059T49AJ.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.146128035678238
121,NDI4EKPT77KEL36D,0,1,0.82,0.06,0.2,1.0,1.0,1.0,0.82,0.06,0.2,0,1,9,17,3,9,16,5.094596891616096,2.041392685158225,4.520941821978061,2.8976270912904414,1.2041199826559248,0.6020599913279624,NDI4EKPT77KEL36D.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.7259116322950483
123,QC42IK5FEMHI2ONF,1,1,0.29,0.57,0.24,0.87,0.93,0.96,0.75,0.87,0.93,0,1,11,2,3,23,6,2.787460474518415,3.395326393069351,3.074450718954591,0.9542425094393249,1.4771212547196624,0.3010299956639812,QC42IK5FEMHI2ONF.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.3010299956639813
126,I9HJOF4S0GPJ3LBK,0,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,0,7,30,5,21,14,5.015942057262973,3.015778756389041,3.821513528404773,2.9813655090785445,1.0791812460476249,0.6020599913279624,I9HJOF4S0GPJ3LBK.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.745855195173729
129,DEIBA9TJN6FNAA4C,1,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,0,4,14,0,7,6,4.912264580225968,1.9444826721501687,3.38524868240322,2.6344772701607315,1.4913616938342726,0.3010299956639812,DEIBA9TJN6FNAA4C.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.5514499979728753
130,FSPHRNFDEARNK0ED,1,1,0.7,0.11,0.11,1.0,1.0,1.0,1.0,1.0,1.0,0,1,11,23,1,19,6,3.669037800885156,2.821513528404773,3.3932241163612975,1.9030899869919435,1.414973347970818,0.6020599913279624,FSPHRNFDEARNK0ED.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.6127838567197355
131,HROHHAGPC25K25OF,0,0,0.4,0.39,0.4,0.87,0.93,0.94,0.6,0.64,0.71,0,1,5,18,0,8,6,5.483551639143684,3.1690863574870227,4.2886739197645145,2.5514499979728753,1.2787536009528289,0.47712125471966244,HROHHAGPC25K25OF.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.7424108805804925
132,N0ONAETQDMH9LELB,1,0,0.87,0.18,0.27,0.87,0.93,0.96,0.86,0.91,0.93,0,1,11,9,3,14,8,4.981438036547301,2.622214022966295,3.6045500325712614,2.6263403673750423,1.4471580313422192,0.8450980400142568,N0ONAETQDMH9LELB.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.2355284469075487
134,9RBEKM9AQ76GOAS7,1,1,0.11,0.52,0.63,1.0,1.0,1.0,0.03,0.1,0.2,0,1,4,4,5,4,6,5.107552520008439,2.4149733479708178,4.007790437445979,3.2024883170600935,1.505149978319906,0.3010299956639812,9RBEKM9AQ76GOAS7.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.513217600067939
135,N7RS3C9E9LPMC5PE,1,1,0.82,0.0,0.0,0.94,0.94,0.94,0.96,0.96,0.94,0,0,5,17,0,10,13,4.430735996410303,1.9344984512435677,3.4207806195485655,2.0681858617461617,1.4771212547196624,0.6020599913279624,N7RS3C9E9LPMC5PE.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.824125833916549
138,S3724PKOE4E6PK2F,0,1,0.0,0.6,0.6,0.94,0.94,0.94,0.07,0.08,0.09,0,0,6,18,3,19,6,4.739366618927826,2.6444385894678386,3.6817837664678814,2.6665179805548807,1.4313637641589874,0.47712125471966244,S3724PKOE4E6PK2F.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.6242820958356683
139,NE2I43NREH34RH6G,1,1,0.0,0.6,0.86,0.87,0.93,0.96,0.0,0.6,0.86,0,1,5,11,1,12,6,4.3906525472483215,3.281260687055013,4.581289584350118,2.2430380486862944,1.3222192947339193,0.47712125471966244,NE2I43NREH34RH6G.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.910410939914688
140,J8T0DSHRARKAOI22,1,1,0.11,0.21,0.39,0.87,0.93,0.96,0.75,0.87,0.93,0,0,1,17,3,0,6,2.8915374576725643,2.7403626894942437,3.1489109931093564,1.7160033436347992,1.0791812460476249,0.47712125471966244,J8T0DSHRARKAOI22.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2.0211892990699383
141,80S1N24GHIT3FOHO,1,1,0.98,0.63,0.02,0.58,0.91,0.93,0.97,0.98,0.98,0,1,12,17,3,8,6,4.566178134479447,2.7363965022766426,3.597366050266028,2.5809249756756194,1.3424226808222062,0.3010299956639812,80S1N24GHIT3FOHO.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2.255272505103306
143,P597OOTRINC8LO98,1,1,0.62,0.35,0.18,0.92,0.87,0.67,0.17,0.12,0.04,0,0,6,5,3,13,6,5.5988047277601645,3.1734776434529945,3.541454428747589,3.3879234669734366,1.4471580313422192,0.3010299956639812,P597OOTRINC8LO98.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.6748611407378116
144,ENG4AIEQR9O3P273,0,1,0.67,0.72,0.76,0.87,0.93,0.96,0.75,0.87,0.93,0,1,2,1,3,9,8,4.302677187010019,3.146128035678238,4.055110637854146,1.8573324964312685,1.4771212547196624,0.6989700043360189,ENG4AIEQR9O3P273.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.6363875858131567
145,1BMT8E7LL6QMTH73,0,0,0.3,0.75,0.93,0.75,0.87,0.93,0.0,0.18,0.36,0,1,11,30,3,17,6,3.364550995353972,2.9786369483844743,3.721563318357481,1.9344984512435677,1.4471580313422192,0.3010299956639812,1BMT8E7LL6QMTH73.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0909630765957314
147,7QEMQPEJ5IIK4A8O,0,0,0.0,0.0,0.0,0.94,0.94,0.94,0.18,0.18,0.18,0,1,1,14,3,15,6,5.87411346794835,2.7715874808812555,4.529468853944326,3.2140486794119414,1.4471580313422192,0.3010299956639812,7QEMQPEJ5IIK4A8O.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.375114684692225
148,QMIII6PDMA1OPKQ9,1,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,1,10,12,0,17,8,5.809371142764097,3.090610707828407,4.375517300649672,3.393926006585837,1.2041199826559248,0.3010299956639812,QMIII6PDMA1OPKQ9.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.103803720955957
151,52MFNME7G592398T,0,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,2,19,3,11,6,4.135291704475752,3.295786940251609,3.6116171105543358,2.2624510897304293,1.414973347970818,0.47712125471966244,52MFNME7G592398T.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.4466924663715273
152,AE7CPHIO1HCNBGHQ,1,1,0.05,0.03,0.22,0.29,0.01,0.02,0.04,0.36,0.36,0,1,1,26,0,16,6,4.332236415491443,3.3641756327706194,3.8405451876368386,2.741939077729199,1.3979400086720377,0.3010299956639812,AE7CPHIO1HCNBGHQ.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.7573960287930244
153,JGMMQOSL6G7ALCLD,1,1,0.82,0.17,0.33,0.6,0.8,0.2,0.21,0.15,0.15,0,0,9,13,0,11,6,5.584439784418565,2.864511081058392,4.091350352313579,2.7810369386211318,1.462397997898956,0.3010299956639812,JGMMQOSL6G7ALCLD.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.6675463395115164
155,N7ESBFQQ0F66D5OO,0,1,0.0,0.52,0.71,0.87,1.0,0.8,0.6,0.89,0.91,0,1,9,2,3,9,6,5.875059526210298,2.7193312869837265,3.8107028609471167,3.458033192496506,1.3010299956639813,0.8450980400142568,N7ESBFQQ0F66D5OO.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.9628426812012423
159,2IH3R57I84JPLCST,0,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,1,8,12,0,12,13,3.4967913157000425,2.7209857441537393,3.875350696579289,1.5563025007672873,1.5563025007672873,0.3010299956639812,2IH3R57I84JPLCST.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.2271150825891253
162,63NS7041PB7EF9T4,1,1,0.67,0.72,0.76,0.94,0.94,0.94,0.07,0.08,0.09,0,0,8,19,3,22,18,4.153845340080965,2.0718820073061255,3.2337573629655103,2.0253058652647704,1.2787536009528289,0.47712125471966244,63NS7041PB7EF9T4.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0791812460476247
164,1QHPPS3A8A2JBSHR,1,0,0.8,0.2,0.4,0.9,0.96,0.98,0.86,0.91,0.93,0,1,3,14,6,1,6,4.586902222733238,2.622214022966295,4.234466663490261,2.603144372620182,1.380211241711606,0.3010299956639812,1QHPPS3A8A2JBSHR.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2.12057393120585
167,D38JFT5O13S6LTO4,0,1,0.14,0.61,0.92,0.15,0.24,0.37,0.09,0.09,0.39,0,1,2,10,3,23,6,4.19835462473694,2.7067177823367587,4.013679697291193,2.0718820073061255,1.414973347970818,0.8450980400142568,D38JFT5O13S6LTO4.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.0034605321095067
169,0KATC646NK6EHD8I,0,0,0.91,0.11,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,8,3,8,6,5.025715383901341,3.1354506993455136,3.371437317404101,1.8750612633917,1.414973347970818,0.3010299956639812,0KATC646NK6EHD8I.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.5908418347816027
170,1DDOJNHPEHG0EORI,0,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,0,10,12,1,4,8,5.217178514656988,2.812244696800369,3.7895807121644256,2.2227164711475833,1.4771212547196624,0.6020599913279624,1DDOJNHPEHG0EORI.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.7634279935629373
171,3TITAO1D8K4DO9R6,0,1,0.98,0.72,0.12,0.87,0.93,0.96,0.75,0.87,0.93,0,1,10,14,3,12,6,4.337519159846975,3.091315159697223,3.5939502952639875,1.5185139398778875,1.3424226808222062,0.6020599913279624,3TITAO1D8K4DO9R6.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.847572659142112
173,57DIIHAC3EQ2BP72,0,0,0.11,0.58,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2,10,0,19,4,5.746606957389911,2.225309281725863,4.350189849999334,3.2198463860243605,1.1139433523068367,0.6020599913279624,57DIIHAC3EQ2BP72.png,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.5153438930883807
174,5D6J63G1LDKHD444,1,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,0,2,11,3,14,6,2.6866362692622934,2.5276299008713385,2.678518379040114,0.7781512503836436,1.414973347970818,0.47712125471966244,5D6J63G1LDKHD444.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.414973347970818
175,DDLMLKQP0LNDFCLS,0,0,0.2,0.24,0.26,0.87,0.93,0.96,1.0,1.0,1.0,0,0,2,9,3,7,24,3.643945912748067,1.4313637641589874,3.279894980011638,1.5314789170422551,1.5797835966168101,0.3010299956639812,DDLMLKQP0LNDFCLS.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.13640344813399
176,50S625AAGQ5OJHOO,0,1,0.45,0.13,0.44,0.88,0.8,0.87,0.45,0.13,0.44,0,1,4,28,1,1,6,4.893944759486517,3.009450895798694,4.161607546908397,2.699837725867246,1.1760912590556813,0.6989700043360189,50S625AAGQ5OJHOO.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.8424220033576497
177,NFLOP2OL14ADMPIT,0,1,0.87,0.18,0.27,0.87,0.93,0.96,0.75,0.87,0.93,0,1,5,14,5,13,6,5.184682915156035,2.1931245983544616,4.525187387787583,2.4983105537896004,1.5797835966168101,0.47712125471966244,NFLOP2OL14ADMPIT.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0043213737826426
181,PGDHM8GINNR3P32F,1,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,1,2,16,0,9,6,3.525044807036845,1.2041199826559248,3.0499928569201424,0.47712125471966244,1.146128035678238,0.3010299956639812,PGDHM8GINNR3P32F.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.3560258571931225
182,16FOOEP6PKEF1RN9,1,1,0.0,0.49,0.76,0.91,0.91,0.87,1.0,0.04,0.2,0,1,9,2,3,20,6,5.214016842363637,3.1720188094245563,4.248610744968303,3.1476763242410986,1.2304489213782739,0.3010299956639812,16FOOEP6PKEF1RN9.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.8924841793646876
184,SA677F5AGMT4BDLP,0,0,0.17,0.36,0.67,0.81,0.81,0.81,0.02,0.03,0.06,0,1,8,24,0,2,6,4.584681685240605,3.449324093098727,3.8468317528232574,2.8709888137605755,1.1139433523068367,0.3010299956639812,SA677F5AGMT4BDLP.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.4641913706409997
186,H46MBD9SL1DN7BER,0,1,0.0,0.52,0.71,0.87,0.93,0.96,0.75,0.87,0.93,0,0,10,2,3,9,7,4.8089600417597085,1.6334684555795866,3.285557309007774,2.383815365980431,1.0791812460476249,0.6989700043360189,H46MBD9SL1DN7BER.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.7634279935629373
187,797GMRG8ACICB6CP,1,1,0.0,0.52,0.71,0.0,0.0,0.0,0.75,0.87,0.93,0,0,8,28,4,1,6,4.144293927198531,0.8450980400142568,2.5943925503754266,1.863322860120456,1.4913616938342726,0.47712125471966244,797GMRG8ACICB6CP.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.7558748556724915
189,P2MSA0QHRQQ0CO4G,1,1,0.31,0.62,0.0,0.86,1.0,0.73,0.31,0.62,0.0,0,1,7,24,3,17,6,4.913411148899303,2.7737864449811935,3.84397984447816,3.073351702386901,1.3010299956639813,0.47712125471966244,P2MSA0QHRQQ0CO4G.png,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.2487087356009177
190,4GGPDCJLPK4CQR09,0,0,0.71,0.58,0.19,0.87,0.93,0.96,0.75,0.87,0.93,0,1,10,23,5,8,6,5.033383541173119,3.074084689028244,4.390899797173533,2.8457180179666586,1.2304489213782739,0.9030899869919435,4GGPDCJLPK4CQR09.png,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.693111115462141
191,7L6JE5T43B3R7522,1,0,0.0,0.6,0.6,0.94,0.94,0.94,0.07,0.08,0.09,0,1,11,13,1,11,11,4.379432432873422,1.4313637641589874,3.490520309363349,2.2648178230095364,1.4913616938342726,0.3010299956639812,7L6JE5T43B3R7522.png,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.1172712956557644
192,F3MMSO0378O0NTJ5,0,1,0.23,0.58,0.85,1.0,1.0,1.0,0.75,0.75,0.75,0,1,6,4,0,21,6,4.9296538920958,3.5347873586294916,4.711199635231979,3.409087369447835,1.3979400086720377,0.47712125471966244,F3MMSO0378O0NTJ5.png,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.608632989490037
193,JQ9H013QR2761KHI,1,1,0.85,0.02,0.17,0.71,0.69,0.7,0.36,0.68,0.89,0,0,7,6,0,23,6,5.998600622544278,2.5575072019056577,3.8138477542288545,3.347720217034038,1.5440680443502757,0.6020599913279624,JQ9H013QR2761KHI.png,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.7551122663950713
194,LJGOT1233OCETCCI,1,1,0.98,0.72,0.12,0.87,0.93,0.96,0.75,0.87,0.93,0,0,6,5,3,20,6,4.516693991312429,1.041392685158225,2.432969290874406,1.6901960800285136,1.2787536009528289,0.3010299956639812,LJGOT1233OCETCCI.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.2787536009528289
197,R3F743N44KGHJ49J,0,0,0.0,0.6,0.6,0.94,0.94,0.94,0.07,0.08,0.09,0,1,6,8,3,11,8,5.958097805803664,2.4099331233312946,4.104521252618328,3.022840610876528,1.3979400086720377,0.47712125471966244,R3F743N44KGHJ49J.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.9635517335740964
198,TKQOFJ65MS3MEGI5,0,1,0.11,0.63,0.95,0.87,0.93,0.96,0.75,0.87,0.93,1,0,10,3,3,14,6,2.481442628502305,2.2278867046136734,2.5646660642520893,1.2041199826559248,1.3222192947339193,0.3010299956639812,TKQOFJ65MS3MEGI5.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.47712125471966244
199,GO3CODOSIPFCJ9KS,0,1,0.0,0.0,0.51,0.87,0.93,0.96,0.75,0.87,0.93,0,0,6,20,0,4,6,5.156343160892464,2.545307116465824,4.263990932681312,2.900913067737669,1.2787536009528289,0.6989700043360189,GO3CODOSIPFCJ9KS.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3.287801729930226
200,OIISKFQEC4JPDC1F,1,1,1.0,0.41,0.12,0.87,0.93,0.96,1.0,1.0,1.0,0,0,3,15,1,11,6,3.2725377773752373,1.380211241711606,2.7331972651065692,1.6989700043360187,1.2787536009528289,0.0,OIISKFQEC4JPDC1F.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.591064607026499
201,1IS0BJJJMNE2RQ6I,1,0,0.91,0.11,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,18,5,0,6,4.089728533074736,1.505149978319906,2.593286067020457,1.4913616938342726,0.9030899869919435,0.47712125471966244,1IS0BJJJMNE2RQ6I.png,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.1583624920952498
203,25IQLI9EGOHOP6HL,0,1,0.0,0.6,0.6,0.94,0.94,0.94,0.07,0.08,0.09,0,1,9,7,3,12,6,5.0685346420095865,2.4913616938342726,3.5621738633646483,2.821513528404773,1.414973347970818,0.6020599913279624,25IQLI9EGOHOP6HL.png,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.342422680822206
